DOI_Link,CrossRef_Link,PDF_Link,Private_Favorite,DataFrom_Manual,DOI,ReferenceDOIs,UnstructuredRefString,PrintISSN,OnlineISSN,ArticleTitle_CR,Authors_CR,PublishedDate_CR,ArticleTitle_English_JS,ArticleTitle_Japanese_JS,Link_English_JS,Link_Japanese_JS,Authors_English_JS,Authors_Japanese_JS,JournalCode_JS,MaterialTitle_English_JS,MaterialTitle_Japanese_JS,Volume_JS,SubVolume_JS,Number_JS,StartingPage_JS,EndingPage_JS,PublishedYear_JS,JOI_JS,SystemCode_JS,SystemName_JS,Title_JS,Link_JS,Id_JS,UpdatedOn_JS
https://dx.doi.org/10.3130/aijs.87.49,https://api.crossref.org/v1/works/10.3130/aijs.87.49,,,,10.3130/aijs.87.49,,,1340-4202,1881-8153,,,,EVALUATION OF CHARACTERISTICS OF SPATIAL VARIATION OF GROUND MOTION AT ADJACENT POINTS BASED ON SCATTERING THEORY,散乱理論に基づく隣接地点間における地震動の空間変動特性の評価,https://www.jstage.jst.go.jp/article/aijs/87/791/87_49/_article,https://www.jstage.jst.go.jp/article/aijs/87/791/87_49/_article/-char/ja/,"[""Ryoichi TOKUMITSU"",""Yu YAMAMOTO"",""Yasuo UCHIYAMA"",""Susumu OHNO""]","[""徳光 亮一"",""山本 優"",""内山 泰生"",""大野 晋""]",aijs,Journal of Structural and Construction Engineering (Transactions of AIJ),日本建築学会構造系論文集,87,,791,49,59,2022,,1,J-STAGE,散乱理論に基づく隣接地点間における地震動の空間変動特性の評価,,https://www.jstage.jst.go.jp/article/aijs/87/791/87_49/_article/-char/ja/,2022-01-01T09:00+09:00
https://dx.doi.org/10.3130/aijs.87.60,https://api.crossref.org/v1/works/10.3130/aijs.87.60,,,,10.3130/aijs.87.60,,,1340-4202,1881-8153,,,,IDENTIFICATION OF SWAY ROCKING SPRINGS AND PILE DAMAGE DETECTION USING SUBSPACE METHOD,部分空間法を用いたスウェイ・ロッキングばねの同定と杭の損傷検出,https://www.jstage.jst.go.jp/article/aijs/87/791/87_60/_article,https://www.jstage.jst.go.jp/article/aijs/87/791/87_60/_article/-char/ja/,"[""Takaki TOJO"",""Shoichi NAKAI""]","[""東城 峻樹"",""中井 正一""]",aijs,Journal of Structural and Construction Engineering (Transactions of AIJ),日本建築学会構造系論文集,87,,791,60,71,2022,,1,J-STAGE,部分空間法を用いたスウェイ・ロッキングばねの同定と杭の損傷検出,,https://www.jstage.jst.go.jp/article/aijs/87/791/87_60/_article/-char/ja/,2022-01-01T09:00+09:00
https://dx.doi.org/10.3130/aijs.87.72,https://api.crossref.org/v1/works/10.3130/aijs.87.72,,,,10.3130/aijs.87.72,,,1340-4202,1881-8153,,,,A PRACTICAL METHOD FOR CALCULATING NATURAL BENDING FREQUENCIES OF UNIFORM ELASTIC BEAMS CONSIDERING ROTATORY INERTIA AND SHEAR DEFORMATION,回転慣性とせん断変形を考慮した一様弾性梁の曲げ固有振動数の実用的な計算手法,https://www.jstage.jst.go.jp/article/aijs/87/791/87_72/_article,https://www.jstage.jst.go.jp/article/aijs/87/791/87_72/_article/-char/ja/,"[""Yudai YAMAGUCHI"",""Daiki SATO"",""Tetsuro TAMURA""]","[""山口 雄大"",""佐藤 大樹"",""田村 哲郎""]",aijs,Journal of Structural and Construction Engineering (Transactions of AIJ),日本建築学会構造系論文集,87,,791,72,82,2022,,1,J-STAGE,回転慣性とせん断変形を考慮した一様弾性梁の曲げ固有振動数の実用的な計算手法,,https://www.jstage.jst.go.jp/article/aijs/87/791/87_72/_article/-char/ja/,2022-01-01T09:00+09:00
https://dx.doi.org/10.3130/aijs.87.83,https://api.crossref.org/v1/works/10.3130/aijs.87.83,,,,10.3130/aijs.87.83,,,1340-4202,1881-8153,,,,EXPERIMENTAL STUDY ON RESTORING FORCE CHARACTERISTICS OF BOARD WALL WITH BENDING DEFORMATION OF FRAME,軸組の曲げ変形を伴う板壁構面の復元力特性に関する実験的研究,https://www.jstage.jst.go.jp/article/aijs/87/791/87_83/_article,https://www.jstage.jst.go.jp/article/aijs/87/791/87_83/_article/-char/ja/,"[""Atsuo TAKINO"",""Daiki FUNAYOSHI"",""Masahide MURAKAMI"",""Yuji MIYAMOTO""]","[""瀧野 敦夫"",""船吉 大貴"",""村上 雅英"",""宮本 裕司""]",aijs,Journal of Structural and Construction Engineering (Transactions of AIJ),日本建築学会構造系論文集,87,,791,83,92,2022,,1,J-STAGE,軸組の曲げ変形を伴う板壁構面の復元力特性に関する実験的研究,,https://www.jstage.jst.go.jp/article/aijs/87/791/87_83/_article/-char/ja/,2022-01-01T09:00+09:00
https://dx.doi.org/10.3130/aijs.87.9,https://api.crossref.org/v1/works/10.3130/aijs.87.9,,,,10.3130/aijs.87.9,,,1340-4202,1881-8153,,,,ISSUES IN USING REDUCED-SIZE SPECIMEN FOR BRITTLE FRACTURE EVALUATION OF BEAM-TO-COLUMN STEEL CONNECTIONS,柱梁接合部の脆性破断評価における縮小試験体使用の課題,https://www.jstage.jst.go.jp/article/aijs/87/791/87_9/_article,https://www.jstage.jst.go.jp/article/aijs/87/791/87_9/_article/-char/ja/,"[""Naoya OIE"",""Tomoya KAWABATA"",""Shoichi KISHIKI"",""Tadao NAKAGOMI""]","[""大家 直也"",""川畑 友弥"",""吉敷 祥一"",""中込 忠男""]",aijs,Journal of Structural and Construction Engineering (Transactions of AIJ),日本建築学会構造系論文集,87,,791,9,19,2022,,1,J-STAGE,柱梁接合部の脆性破断評価における縮小試験体使用の課題,,https://www.jstage.jst.go.jp/article/aijs/87/791/87_9/_article/-char/ja/,2022-01-01T09:00+09:00
https://dx.doi.org/10.3130/aijs.87.93,https://api.crossref.org/v1/works/10.3130/aijs.87.93,,,,10.3130/aijs.87.93,,,1340-4202,1881-8153,,,,STUDY ON SHEAR DESIGN METHOD OF BEAM-TO-COLUMN CONNECTIONS IN SEMI-RIGID TIMBER FRAME (PART 1): THEORETICAL STUDIES ON EVALUATION METHOD OF SHEAR STRESS IN CONNECTIONS WITH LAG-SCREW BOLTS,木質ラーメン構造における柱－梁接合部のせん断設計法に関する研究（その１）：ラグスクリューボルトを用いた接合部におけるせん断応力度の評価方法に関する理論的研究,https://www.jstage.jst.go.jp/article/aijs/87/791/87_93/_article,https://www.jstage.jst.go.jp/article/aijs/87/791/87_93/_article/-char/ja/,"[""Ryuki ODANI"",""Takuma HAYASHI"",""Masahide MURAKAMI""]","[""小谷 竜城"",""林 拓磨"",""村上 雅英""]",aijs,Journal of Structural and Construction Engineering (Transactions of AIJ),日本建築学会構造系論文集,87,,791,93,103,2022,,1,J-STAGE,木質ラーメン構造における柱－梁接合部のせん断設計法に関する研究（その１）：ラグスクリューボルトを用いた接合部におけるせん断応力度の評価方法に関する理論的研究,,https://www.jstage.jst.go.jp/article/aijs/87/791/87_93/_article/-char/ja/,2022-01-01T09:00+09:00
https://dx.doi.org/10.3130/aijs.87.171,https://api.crossref.org/v1/works/10.3130/aijs.87.171,,,,10.3130/aijs.87.171,,,1340-4202,1881-8153,,,,ANALYSIS OF CAPILLARY ABSORPTION PHENOMENA OF CEMENT PASTE AND MORTAR BY USING TWO LIQUIDS IMMERSION METHOD,セメントモルタルの毛細管吸水現象の二液浸漬法による分析,https://www.jstage.jst.go.jp/article/aijs/87/792/87_171/_article,https://www.jstage.jst.go.jp/article/aijs/87/792/87_171/_article/-char/ja/,"[""Taihei KAWASAKI"",""Simon Seifu YIFTER"",""Satoshi FUJIMOTO""]","[""川崎 泰平"",""イエフタ サイモン セイフ"",""藤本 郷史""]",aijs,Journal of Structural and Construction Engineering (Transactions of AIJ),日本建築学会構造系論文集,87,,792,171,181,2022,,1,J-STAGE,セメントモルタルの毛細管吸水現象の二液浸漬法による分析,,https://www.jstage.jst.go.jp/article/aijs/87/792/87_171/_article/-char/ja/,2022-02-01T09:00+09:00
https://dx.doi.org/10.3130/aijs.87.182,https://api.crossref.org/v1/works/10.3130/aijs.87.182,,,,10.3130/aijs.87.182,,,1340-4202,1881-8153,,,,EVALUATION METHOD OF UNDERGROUND WALL SOUNDNESS,壁杭の健全性評価法,https://www.jstage.jst.go.jp/article/aijs/87/792/87_182/_article,https://www.jstage.jst.go.jp/article/aijs/87/792/87_182/_article/-char/ja/,"[""Takeshi FUJIMORI"",""Satoru FUJII"",""Michito SHOJI""]","[""藤森 健史"",""藤井 達"",""勝二 理智""]",aijs,Journal of Structural and Construction Engineering (Transactions of AIJ),日本建築学会構造系論文集,87,,792,182,193,2022,,1,J-STAGE,壁杭の健全性評価法,,https://www.jstage.jst.go.jp/article/aijs/87/792/87_182/_article/-char/ja/,2022-02-01T09:00+09:00
https://dx.doi.org/10.3130/aijs.87.194,https://api.crossref.org/v1/works/10.3130/aijs.87.194,,,,10.3130/aijs.87.194,,,1340-4202,1881-8153,,,,EQUIVALENT STATIC SEISMIC LOAD FOR MIDDLE TO LARGE SPAN LATTICED DOMES CONSIDERING ROOF ANTISYMMETRIC MODE AMPLIFIED BY SUBSTRUCTURE SECOND MODE,下部構造の2次モードにより励起される屋根構造の逆対称1波モードを考慮した中大規模ラチスドームの等価静的地震荷重,https://www.jstage.jst.go.jp/article/aijs/87/792/87_194/_article,https://www.jstage.jst.go.jp/article/aijs/87/792/87_194/_article/-char/ja/,"[""Yuki TERAZAWA"",""Deepshikha NAIR"",""Keita ICHIHASHI"",""Toru TAKEUCHI""]","[""寺澤 友貴"",""ナイル ディープシカ"",""市橋 啓太"",""竹内 徹""]",aijs,Journal of Structural and Construction Engineering (Transactions of AIJ),日本建築学会構造系論文集,87,,792,194,204,2022,,1,J-STAGE,下部構造の2次モードにより励起される屋根構造の逆対称1波モードを考慮した中大規模ラチスドームの等価静的地震荷重,,https://www.jstage.jst.go.jp/article/aijs/87/792/87_194/_article/-char/ja/,2022-02-01T09:00+09:00
https://dx.doi.org/10.3130/aijs.87.205,https://api.crossref.org/v1/works/10.3130/aijs.87.205,,,,10.3130/aijs.87.205,,,1340-4202,1881-8153,,,,ESTIMATION METHOD OF MOMENT-CURVATURE RELATIONSHIP AND SHEAR CAPACITY OF FULL-SCALE STEEL BAR-TIMBER COMPOSITE BEAM,実大寸法断面の鉄筋集成材梁のモーメント－曲率関係とせん断耐力の評価,https://www.jstage.jst.go.jp/article/aijs/87/792/87_205/_article,https://www.jstage.jst.go.jp/article/aijs/87/792/87_205/_article/-char/ja/,"[""Shinichi SHIOYA""]","[""塩屋 晋一""]",aijs,Journal of Structural and Construction Engineering (Transactions of AIJ),日本建築学会構造系論文集,87,,792,205,216,2022,,1,J-STAGE,実大寸法断面の鉄筋集成材梁のモーメント－曲率関係とせん断耐力の評価,,https://www.jstage.jst.go.jp/article/aijs/87/792/87_205/_article/-char/ja/,2022-02-01T09:00+09:00
https://dx.doi.org/10.3130/aijs.87.217,https://api.crossref.org/v1/works/10.3130/aijs.87.217,,,,10.3130/aijs.87.217,,,1340-4202,1881-8153,,,,JOINT HINGING FAILURE AND AXIAL FAILURE OF REINFORCED CONCRETE CORNER COLUMN-BEAM JOINT UNDER VARYING AXIAL AND BI-LATERAL LOADS,変動軸力および2方向水平力が作用する鉄筋コンクリート立体隅柱梁接合部における降伏破壊および軸崩壊に関する研究,https://www.jstage.jst.go.jp/article/aijs/87/792/87_217/_article,https://www.jstage.jst.go.jp/article/aijs/87/792/87_217/_article/-char/ja/,"[""Yu SANO"",""Atsushi FUJIMA"",""Takuma ISHIKAWA"",""Kiwoong JIN"",""Kazuhiro KITAYAMA""]","[""佐野 由宇"",""藤間 淳"",""石川 巧真"",""晉 沂雄"",""北山 和宏""]",aijs,Journal of Structural and Construction Engineering (Transactions of AIJ),日本建築学会構造系論文集,87,,792,217,228,2022,,1,J-STAGE,変動軸力および2方向水平力が作用する鉄筋コンクリート立体隅柱梁接合部における降伏破壊および軸崩壊に関する研究,,https://www.jstage.jst.go.jp/article/aijs/87/792/87_217/_article/-char/ja/,2022-02-01T09:00+09:00
https://dx.doi.org/10.3130/aijs.87.229,https://api.crossref.org/v1/works/10.3130/aijs.87.229,,,,10.3130/aijs.87.229,,,1340-4202,1881-8153,,,,SLIP COEFFICIENT OF BOLTED JOINT IN METAL WORK AND ITS APPLICATIONS,金属工事におけるボルト接合部のすべり係数の評価とその適用,https://www.jstage.jst.go.jp/article/aijs/87/792/87_229/_article,https://www.jstage.jst.go.jp/article/aijs/87/792/87_229/_article/-char/ja/,"[""Miku KUROSAWA"",""Shoichi KISHIKI"",""Akio SATO"",""Nobuhiko TATSUMI""]","[""黒澤 未來"",""吉敷 祥一"",""佐藤 秋雄"",""巽 信彦""]",aijs,Journal of Structural and Construction Engineering (Transactions of AIJ),日本建築学会構造系論文集,87,,792,229,240,2022,,1,J-STAGE,金属工事におけるボルト接合部のすべり係数の評価とその適用,,https://www.jstage.jst.go.jp/article/aijs/87/792/87_229/_article/-char/ja/,2022-02-01T09:00+09:00
https://dx.doi.org/10.3130/aijs.87.241,https://api.crossref.org/v1/works/10.3130/aijs.87.241,,,,10.3130/aijs.87.241,,,1340-4202,1881-8153,,,,"A CONSIDERATION ON ACCEPTABLE LIMITS OF APPEARANCE OF BUG-HOLES, CRACKS, COLD JOINTS AND STAINING ON EXPOSED CONCRETE",打放しコンクリートに生じた表面気泡、ひび割れ、コールドジョイントおよび汚れの外観が許容される限界に関する検討,https://www.jstage.jst.go.jp/article/aijs/87/793/87_241/_article,https://www.jstage.jst.go.jp/article/aijs/87/793/87_241/_article/-char/ja/,"[""Hiroki SUYAMA"",""Koji TAKASU"",""Hidehiro KOYAMADA""]","[""陶山 裕樹"",""高巣 幸二"",""小山田 英弘""]",aijs,Journal of Structural and Construction Engineering (Transactions of AIJ),日本建築学会構造系論文集,87,,793,241,250,2022,,1,J-STAGE,打放しコンクリートに生じた表面気泡、ひび割れ、コールドジョイントおよび汚れの外観が許容される限界に関する検討,,https://www.jstage.jst.go.jp/article/aijs/87/793/87_241/_article/-char/ja/,2022-03-01T09:00+09:00
https://dx.doi.org/10.3130/aijs.87.251,https://api.crossref.org/v1/works/10.3130/aijs.87.251,,,,10.3130/aijs.87.251,,,1340-4202,1881-8153,,,,PROPAGATION CHARACTERISTIC OF THE BASIN EDGE INDUCED WAVE AT THE WESTERN EDGE OF THE KANTO BASIN OBSERVED FROM THE CONTINUOUS RECORD OF MeSO-net,MeSO-net連続地震観測記録にみられる関東平野西端部による盆地端部生成波の伝播特性,https://www.jstage.jst.go.jp/article/aijs/87/793/87_251/_article,https://www.jstage.jst.go.jp/article/aijs/87/793/87_251/_article/-char/ja/,"[""Kosuke CHIMOTO""]","[""地元 孝輔""]",aijs,Journal of Structural and Construction Engineering (Transactions of AIJ),日本建築学会構造系論文集,87,,793,251,262,2022,,1,J-STAGE,MeSO-net連続地震観測記録にみられる関東平野西端部による盆地端部生成波の伝播特性,,https://www.jstage.jst.go.jp/article/aijs/87/793/87_251/_article/-char/ja/,2022-03-01T09:00+09:00
https://dx.doi.org/10.3130/aijs.87.263,https://api.crossref.org/v1/works/10.3130/aijs.87.263,,,,10.3130/aijs.87.263,,,1340-4202,1881-8153,,,,RUPTURE DIRECTIVITY AND SHORT-PERIOD SPECTRAL LEVEL OF MODERATE-SIZED INTRASLAB AND INTERPLATE EARTHQUAKES OFF THE COAST OF FUKUSHIMA PREFECTURE,福島県沖の中規模スラブ内地震とプレート境界地震の破壊伝播効果と短周期レベル,https://www.jstage.jst.go.jp/article/aijs/87/793/87_263/_article,https://www.jstage.jst.go.jp/article/aijs/87/793/87_263/_article/-char/ja/,"[""Toshimi SATOH""]","[""佐藤 智美""]",aijs,Journal of Structural and Construction Engineering (Transactions of AIJ),日本建築学会構造系論文集,87,,793,263,273,2022,,1,J-STAGE,福島県沖の中規模スラブ内地震とプレート境界地震の破壊伝播効果と短周期レベル,,https://www.jstage.jst.go.jp/article/aijs/87/793/87_263/_article/-char/ja/,2022-03-01T09:00+09:00
